age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
47,140284,11.0,10,4.6,5,9,40,1,110495,54553,6,9,3,7,8,6,9,5,7,7,7,Female,Tier 3,Hybrid
37,235897,5.5,9,2.3,1,8,26,12,131342,150000,5,5,4,3,5,7,7,6,1,9,2,Other,Tier 1,Store
31,125678,7.3,6,6.0,7,9,36,7,150000,17934,6,5,2,5,6,6,10,5,5,10,7,Male,Tier 2,Online
56,155501,8.7,5,4.2,7,8,33,10,109012,117910,3,3,4,2,5,6,7,4,6,6,6,Other,Tier 2,Hybrid
66,101754,2.4,4,1.4,2,6,4,9,28661,58759,6,2,4,9,7,5,7,6,8,8,7,Female,Tier 2,Store
78,15000,4.0,10,1.7,6,5,1,13,36730,13715,10,6,4,7,4,4,3,10,7,5,6,Other,Tier 3,Store
39,128316,7.1,10,5.3,10,8,27,6,89301,77397,6,3,6,1,7,10,8,4,7,10,7,Other,Tier 1,Online
40,64207,6.4,1,1.9,6,7,20,12,900,58337,4,6,2,6,8,7,4,6,5,9,6,Male,Tier 1,Hybrid
62,36016,7.6,4,3.9,6,3,15,18,4861,75404,5,0,2,2,8,4,9,9,6,8,1,Female,Tier 2,Store
26,106641,9.4,4,5.5,7,10,43,7,72294,36704,8,7,3,2,6,7,7,10,6,10,8,Female,Tier 1,Hybrid
53,122150,9.0,12,3.7,6,10,48,2,121811,84774,5,9,6,7,8,9,9,10,8,6,8,Female,Tier 3,Hybrid
41,153575,7.8,7,6.0,6,7,12,12,73396,69204,4,0,6,6,7,10,7,9,4,4,6,Male,Tier 3,Hybrid
67,79179,4.6,7,1.1,2,10,25,15,74559,109337,7,4,5,4,3,8,7,6,3,1,2,Female,Tier 3,Store
33,101260,9.4,11,5.5,10,10,36,9,72536,60069,9,0,3,7,9,9,9,4,1,8,7,Male,Tier 1,Online
73,156053,5.6,5,1.2,6,5,9,18,47097,108006,4,4,4,8,5,4,6,10,6,2,2,Female,Tier 3,Store
47,134160,5.5,6,3.4,6,10,36,6,111072,42557,4,8,3,5,5,10,8,6,4,4,9,Other,Tier 1,Hybrid
53,53800,5.2,13,3.1,3,6,10,15,13124,78894,10,5,5,4,6,4,5,9,3,6,6,Male,Tier 3,Store
21,58147,11.8,8,6.0,6,10,43,0,96064,11328,9,8,4,3,10,6,10,6,5,10,7,Male,Tier 1,Online
48,106860,5.8,10,2.3,10,10,37,10,109582,36219,8,6,4,5,9,5,5,6,6,9,8,Female,Tier 2,Online
25,120110,7.8,14,4.2,7,10,20,15,107372,84043,5,5,4,6,9,7,8,9,3,10,8,Female,Tier 1,Hybrid
52,124137,6.8,11,3.8,8,6,21,16,62349,42176,6,3,3,2,5,4,9,9,8,5,5,Male,Tier 1,Store
46,134538,7.0,7,1.5,7,5,16,19,100330,117671,5,0,7,4,8,3,1,9,7,8,4,Female,Tier 3,Store
29,56859,8.4,12,5.2,6,10,35,7,29926,31281,7,6,4,5,5,8,5,4,4,8,10,Female,Tier 2,Online
24,124102,6.2,4,2.2,6,9,25,7,104699,49741,10,5,6,5,7,7,3,2,1,6,10,Male,Tier 3,Hybrid
50,128091,6.3,6,4.6,4,4,1,19,100827,117745,9,5,2,2,3,3,6,9,6,7,6,Female,Tier 1,Store
34,152077,10.1,9,5.6,10,8,32,8,102100,84628,2,9,4,4,5,8,9,5,3,6,10,Female,Tier 1,Hybrid
61,181385,5.2,4,3.5,6,5,4,10,56706,111520,2,1,4,6,3,5,2,8,8,6,5,Other,Tier 2,Store
61,55129,7.4,6,1.2,8,7,20,8,81635,500,6,3,7,8,6,5,1,8,6,6,5,Female,Tier 3,Hybrid
48,138339,6.8,11,4.6,7,7,23,10,113936,79045,8,5,5,3,6,6,7,8,5,8,5,Other,Tier 2,Store
36,165338,7.4,10,3.5,6,7,14,8,37596,100919,2,2,4,4,6,8,9,7,6,10,10,Female,Tier 1,Hybrid
31,86978,8.6,7,3.3,7,10,34,2,109322,500,5,7,2,7,7,3,8,6,2,7,9,Male,Tier 2,Hybrid
65,97898,8.3,3,3.2,3,9,37,6,95255,97417,7,9,4,6,8,8,5,9,5,6,2,Other,Tier 2,Hybrid
36,62645,5.8,9,1.3,9,10,36,12,98255,26068,7,5,3,6,7,7,7,6,2,5,1,Other,Tier 2,Hybrid
59,168618,6.3,13,1.9,6,7,16,7,63021,60385,4,9,7,6,8,8,5,8,9,8,3,Female,Tier 2,Store
44,156772,4.4,5,1.2,7,9,22,14,124741,43202,5,2,2,6,4,10,6,4,7,10,3,Female,Tier 1,Store
45,172647,5.5,4,3.0,4,9,32,10,96965,80023,5,7,6,5,5,9,9,8,5,8,4,Male,Tier 3,Store
51,184401,8.2,4,3.8,8,8,23,12,133182,57712,4,8,3,2,8,5,6,4,6,8,4,Female,Tier 2,Store
29,84138,7.2,4,5.0,8,6,25,9,63516,17371,5,0,7,7,6,10,7,3,3,2,7,Female,Tier 2,Store
58,15298,5.2,6,1.7,7,8,32,4,10731,17191,6,4,4,5,6,4,6,5,6,10,5,Female,Tier 3,Store
36,148924,8.3,8,5.0,3,6,24,11,67855,60283,6,7,4,2,7,4,8,9,3,6,5,Male,Tier 2,Hybrid
48,104880,4.7,9,3.1,8,5,2,19,19566,108904,7,3,3,8,2,4,6,4,7,6,5,Female,Tier 1,Store
40,124557,6.7,10,2.2,8,10,17,19,93898,103839,5,8,7,5,8,8,2,5,6,5,3,Male,Tier 3,Store
40,143231,4.0,3,3.5,6,5,21,7,132238,26506,5,2,1,5,2,4,5,7,3,9,8,Male,Tier 1,Store
23,94520,11.5,3,5.4,7,7,38,0,119076,35830,5,9,4,5,10,7,10,2,5,6,7,Other,Tier 2,Online
27,93581,9.8,11,5.8,8,10,40,2,107705,20562,5,6,3,7,8,6,10,4,1,9,8,Male,Tier 3,Online
46,196738,8.7,2,5.6,6,10,35,10,115634,48680,5,6,1,5,6,8,7,8,5,7,9,Male,Tier 1,Hybrid
46,139166,6.2,5,4.4,4,5,14,12,64884,61506,5,9,6,2,4,3,6,10,5,3,3,Female,Tier 3,Store
40,128875,9.2,2,5.1,7,10,43,8,103212,50903,6,2,1,9,8,5,9,3,3,5,4,Other,Tier 1,Hybrid
65,127508,4.2,4,3.1,3,6,14,5,58674,47324,8,4,3,5,8,6,9,6,6,6,5,Female,Tier 1,Store
58,53329,5.9,12,3.0,5,8,17,7,20874,39253,7,0,2,5,2,4,5,9,5,5,1,Other,Tier 2,Store
39,103453,5.5,6,2.7,7,10,15,10,94082,67882,10,5,4,6,5,6,8,5,2,4,8,Other,Tier 3,Store
27,117234,10.4,8,2.7,7,10,41,8,95458,79572,6,5,5,6,8,4,6,1,2,8,8,Male,Tier 2,Hybrid
41,66850,10.0,9,4.6,6,9,49,2,16888,22589,9,3,3,6,8,6,7,6,1,5,6,Female,Tier 1,Online
33,169673,11.5,9,5.5,5,10,34,8,134886,68046,4,5,4,4,7,3,9,6,3,10,3,Male,Tier 3,Online
28,154035,8.0,14,3.2,5,7,25,13,40033,76981,6,3,4,2,8,8,9,7,4,10,4,Male,Tier 2,Store
68,62058,6.6,5,4.0,1,6,13,10,11940,63610,6,0,7,4,4,5,10,9,2,8,3,Female,Tier 3,Store
42,73483,9.6,10,4.2,6,9,44,6,120188,65975,8,8,4,6,7,8,6,1,7,5,8,Male,Tier 3,Online
74,88613,7.8,5,1.8,3,8,33,3,108516,17448,8,4,6,10,6,3,5,8,7,1,5,Male,Tier 3,Hybrid
55,93318,6.6,7,3.1,6,6,31,9,46145,49369,5,3,3,9,8,6,5,10,2,6,8,Female,Tier 2,Hybrid
36,121087,8.0,12,2.4,8,10,36,12,150000,55130,6,7,2,8,3,10,4,8,5,6,8,Female,Tier 1,Hybrid
36,181334,7.5,7,1.4,6,10,36,8,99332,89072,7,9,3,7,7,9,7,2,8,7,7,Female,Tier 1,Store
47,98020,10.5,7,2.0,3,10,30,2,88180,24045,5,6,5,3,6,4,6,4,5,3,5,Male,Tier 3,Hybrid
59,50143,6.6,7,3.2,8,8,27,12,77558,3641,4,3,5,5,6,3,8,7,5,2,5,Male,Tier 3,Store
52,155893,4.4,6,2.8,6,5,16,16,134984,150000,3,6,4,2,3,1,8,7,4,3,4,Other,Tier 3,Store
39,123379,8.5,11,5.0,3,10,40,7,102944,61520,6,3,4,6,10,6,7,5,2,10,8,Female,Tier 2,Hybrid
41,20736,10.0,7,4.7,6,8,41,3,71460,20809,6,9,4,6,2,3,6,5,6,7,6,Other,Tier 2,Online
54,59539,8.2,9,3.1,5,7,15,14,55536,101644,10,4,4,7,4,4,5,6,6,9,4,Female,Tier 3,Store
66,93708,4.8,7,2.0,7,6,12,8,42831,58423,5,9,3,3,8,3,8,7,7,4,4,Other,Tier 1,Store
18,27048,8.8,6,3.5,5,6,21,7,30275,40766,9,6,4,9,8,6,9,3,8,5,4,Male,Tier 3,Store
70,42123,6.5,2,2.0,5,8,27,6,61801,11271,4,3,3,9,7,7,8,8,8,2,4,Female,Tier 2,Hybrid
61,171755,6.2,9,3.5,9,10,15,16,65789,139026,3,6,2,7,7,10,4,5,4,9,3,Male,Tier 1,Hybrid
60,146964,4.7,10,3.3,6,8,16,10,60292,93822,6,4,4,6,5,10,8,5,7,5,3,Male,Tier 1,Store
66,148542,9.1,6,3.0,2,7,28,9,83248,63927,5,7,1,3,5,6,5,8,3,5,5,Other,Tier 1,Store
54,158498,7.1,3,5.6,4,6,32,8,149688,67728,5,5,4,7,10,6,5,6,8,1,7,Other,Tier 2,Hybrid
45,150628,8.5,12,4.4,9,6,27,12,119883,101218,8,2,2,4,8,6,8,9,6,10,6,Male,Tier 1,Store
31,130484,8.4,6,5.6,6,10,42,2,129631,500,4,3,6,6,9,3,5,8,3,7,7,Female,Tier 3,Hybrid
56,154498,5.7,9,4.0,6,6,13,9,124239,65001,8,2,4,2,9,5,6,4,6,8,3,Male,Tier 2,Store
45,155663,8.4,11,3.4,10,10,30,10,55035,70659,8,7,4,6,1,5,6,5,3,7,5,Male,Tier 2,Hybrid
56,94544,6.7,3,2.3,4,7,16,7,98480,70805,8,1,4,4,9,7,4,6,5,5,1,Other,Tier 2,Store
47,149608,7.3,6,4.0,4,8,32,11,97175,103412,5,5,7,5,5,9,5,8,5,6,10,Female,Tier 2,Store
28,102405,11.9,8,4.1,10,8,42,0,115894,15866,9,9,4,4,7,9,9,4,5,7,7,Female,Tier 2,Online
55,81168,4.5,13,2.4,3,5,12,15,40890,46291,9,5,3,4,4,2,4,9,4,7,10,Female,Tier 1,Store
68,154441,7.9,8,3.2,5,7,12,9,42637,100641,2,4,5,9,7,4,4,8,5,8,3,Male,Tier 1,Store
44,177467,5.7,2,4.4,4,9,18,10,115081,92743,5,4,2,1,7,3,8,9,4,4,8,Female,Tier 3,Store
57,190743,4.4,11,2.1,7,5,12,12,75447,77052,3,8,3,1,5,4,8,9,4,10,1,Female,Tier 1,Store
39,73225,8.1,14,2.8,6,5,28,3,89278,500,6,4,4,6,10,8,7,1,5,8,8,Female,Tier 2,Hybrid
34,174124,7.8,7,6.0,9,10,37,13,130857,70445,6,6,6,5,10,4,9,6,4,10,8,Male,Tier 2,Online
18,32237,8.4,1,6.0,6,8,33,10,54345,25498,5,8,4,7,5,7,10,5,4,10,3,Male,Tier 3,Hybrid
57,23316,4.8,11,4.1,3,4,2,13,14108,79342,10,4,5,5,8,5,6,10,6,9,4,Female,Tier 3,Store
41,139702,9.1,10,4.1,1,6,37,4,140746,32419,8,5,3,4,7,3,9,6,5,9,7,Male,Tier 2,Hybrid
33,30973,11.3,12,5.0,7,8,36,6,90002,500,7,5,7,9,10,9,9,8,3,7,10,Female,Tier 2,Hybrid
35,94476,8.4,5,5.4,2,6,36,15,42878,77109,6,6,5,5,6,9,9,6,4,7,5,Female,Tier 2,Store
41,205254,9.9,11,5.5,5,10,41,0,129782,36932,5,5,4,4,8,7,9,5,7,7,6,Male,Tier 3,Online
59,154562,3.3,8,1.5,5,4,0,16,1857,73436,1,7,3,2,8,6,3,10,5,8,8,Male,Tier 3,Store
44,61121,9.6,5,4.8,6,8,20,8,103565,58634,6,4,3,9,10,5,10,10,3,7,5,Female,Tier 2,Store
42,156765,8.4,4,2.8,7,10,27,8,57694,79783,3,9,4,8,6,6,5,7,6,3,3,Female,Tier 3,Hybrid
52,141093,7.5,12,4.8,5,9,44,3,96868,35370,5,5,3,6,9,4,8,5,9,6,7,Other,Tier 2,Store
57,124151,6.4,8,1.3,5,8,29,10,150000,57223,4,3,7,4,7,5,7,6,5,7,6,Other,Tier 2,Hybrid
72,122754,3.5,3,0.0,6,7,11,11,45418,50239,7,2,7,4,4,7,6,10,7,6,2,Female,Tier 2,Store
65,111652,4.8,8,1.2,4,4,14,12,63396,91198,5,9,4,5,7,2,4,7,5,7,1,Female,Tier 2,Store
26,83080,6.3,14,6.0,10,8,32,7,69367,39955,7,8,7,10,10,4,10,3,4,7,5,Male,Tier 3,Hybrid
28,69962,11.6,7,5.4,6,10,45,8,110514,62517,7,5,6,6,10,4,10,3,5,5,10,Female,Tier 3,Online
47,106365,4.9,8,3.9,5,7,16,9,49280,89313,3,1,4,6,6,9,7,7,2,7,7,Male,Tier 2,Store
26,49336,9.3,10,4.4,8,10,34,12,74043,55317,7,7,5,10,3,7,5,4,1,10,7,Male,Tier 3,Online
42,112772,11.0,14,4.2,8,10,30,13,88362,39644,6,9,4,4,7,4,8,8,6,6,5,Female,Tier 2,Hybrid
42,106602,7.8,4,5.6,6,8,26,10,80432,78211,5,8,5,5,4,3,8,5,5,10,4,Other,Tier 3,Store
53,121183,7.3,13,4.6,5,10,36,7,128663,54761,7,5,5,1,10,10,8,4,4,5,9,Male,Tier 2,Hybrid
34,250000,7.5,8,5.8,8,8,28,10,121473,58665,1,8,5,6,4,3,10,6,4,7,7,Male,Tier 1,Store
41,155716,11.6,9,2.8,5,10,38,2,95300,53117,9,6,2,2,4,5,3,3,5,4,5,Male,Tier 2,Online
67,50727,3.9,3,1.9,7,3,21,12,90952,66198,8,0,3,4,8,6,4,5,7,8,8,Male,Tier 2,Store
54,112496,4.4,3,2.5,5,6,9,13,41098,121451,10,1,6,5,8,4,5,6,3,7,5,Other,Tier 3,Store
37,59888,5.8,14,2.6,3,6,18,9,45735,101091,9,2,5,7,5,3,6,4,4,10,1,Female,Tier 3,Store
33,67966,9.2,14,5.7,6,5,27,9,52121,55753,8,8,4,5,6,4,10,6,6,4,5,Other,Tier 3,Store
51,154119,6.6,7,2.9,6,6,27,11,76560,62888,8,5,4,7,10,9,7,6,4,9,4,Male,Tier 1,Store
79,113901,2.4,6,1.8,1,1,0,16,2186,88425,7,6,4,5,5,1,5,10,10,4,3,Male,Tier 2,Store
79,70884,6.0,7,3.3,6,9,24,7,900,104600,9,7,3,4,10,10,1,7,6,6,2,Male,Tier 3,Hybrid
60,165806,8.6,10,2.0,6,9,25,13,118181,114071,6,6,4,8,7,7,4,10,5,9,3,Female,Tier 1,Hybrid
25,125531,9.1,7,6.0,9,10,37,11,121007,45973,8,4,5,6,4,4,9,5,2,7,6,Male,Tier 3,Hybrid
37,176312,7.2,14,6.0,9,9,25,4,114472,67317,5,3,3,4,3,4,10,5,3,10,4,Male,Tier 2,Online
41,114830,9.6,10,3.6,7,6,38,6,127420,109867,6,6,6,6,6,5,10,5,7,6,10,Female,Tier 3,Online
57,78613,9.1,7,4.6,5,10,38,7,143709,62381,6,9,1,5,8,8,7,3,5,10,3,Male,Tier 1,Online
41,154591,7.3,7,6.0,5,6,14,14,97029,86044,7,7,5,5,6,8,7,4,1,7,4,Other,Tier 3,Store
42,121582,8.4,8,3.0,9,7,23,10,65663,56195,6,4,2,8,5,4,7,3,4,6,6,Other,Tier 3,Hybrid
44,135874,4.8,3,2.1,8,7,36,0,113100,50075,3,2,6,5,10,6,3,3,6,4,6,Female,Tier 3,Hybrid
55,86185,8.0,8,2.3,5,5,16,12,73327,58871,9,7,6,4,4,8,10,4,6,4,5,Other,Tier 3,Store
18,53509,10.0,5,5.8,5,10,44,6,143853,18983,10,9,4,6,9,6,7,6,5,8,7,Female,Tier 3,Online
33,153010,4.6,10,4.3,6,9,26,8,59085,46325,1,2,2,3,4,6,9,7,3,6,8,Female,Tier 1,Hybrid
43,129661,10.0,3,4.8,5,10,32,1,68654,14416,3,2,3,10,9,6,8,7,2,10,4,Female,Tier 2,Online
36,104585,7.6,11,4.4,5,10,36,7,900,23211,8,4,5,6,9,8,8,4,4,5,5,Female,Tier 3,Hybrid
20,50848,11.5,5,6.0,7,10,45,10,64660,38930,8,4,3,6,5,8,10,5,4,10,1,Male,Tier 1,Online
34,87630,8.2,8,3.7,8,10,37,12,82153,97900,5,4,3,7,5,6,10,10,6,7,7,Female,Tier 3,Hybrid
43,96269,10.2,4,6.0,9,9,38,5,119018,8507,5,9,3,8,5,7,9,1,3,8,7,Other,Tier 3,Online
21,49864,7.1,6,4.2,7,10,32,4,71276,26494,7,7,7,7,9,7,10,3,3,6,6,Male,Tier 3,Hybrid
41,142585,6.4,5,5.3,5,6,29,5,101076,51696,6,6,7,4,4,6,7,5,1,7,4,Female,Tier 3,Hybrid
28,134111,7.6,10,6.0,10,10,17,14,71946,122479,4,5,7,6,7,6,10,10,5,10,10,Other,Tier 1,Store
50,212085,3.8,6,2.0,7,7,10,14,111749,97174,5,5,1,5,4,7,5,8,9,7,10,Female,Tier 2,Store
59,81900,4.6,13,1.5,4,2,0,18,99800,89863,7,3,6,5,8,3,6,8,6,8,3,Female,Tier 3,Store
50,96260,9.1,10,3.4,2,9,33,5,21932,62582,7,6,1,4,7,9,10,5,4,7,9,Male,Tier 2,Online
67,138080,4.5,4,1.7,4,4,20,12,81137,46657,10,3,4,6,3,7,7,5,9,3,7,Male,Tier 2,Store
49,127977,9.8,6,4.3,1,8,43,9,112259,28684,4,4,4,8,7,4,7,7,1,10,5,Male,Tier 1,Store
49,102183,4.7,7,3.6,7,9,20,10,84826,48808,6,5,4,5,4,7,7,6,6,8,7,Female,Tier 2,Store
18,37826,9.3,1,4.3,6,7,26,14,41188,60128,4,6,5,8,8,6,5,3,5,9,5,Male,Tier 3,Hybrid
41,119733,10.8,9,3.6,6,10,39,4,86032,500,6,3,3,4,8,6,8,5,3,6,6,Other,Tier 1,Hybrid
18,120481,11.1,3,5.8,7,10,39,4,112508,100111,6,9,5,5,7,8,9,6,2,7,2,Other,Tier 1,Online
37,49798,9.0,7,3.9,5,10,26,13,900,52224,5,5,6,9,3,6,7,4,4,7,6,Male,Tier 3,Hybrid
70,120001,3.4,3,0.0,3,4,14,6,86633,55199,8,7,6,2,4,1,4,5,7,7,1,Female,Tier 3,Store
58,200579,2.3,4,3.5,5,7,15,8,125970,84300,3,8,5,4,10,2,7,6,6,9,2,Other,Tier 2,Store
46,114185,8.0,9,5.2,10,9,33,9,81138,54837,8,9,4,8,7,6,9,8,6,10,3,Other,Tier 1,Hybrid
48,132138,8.9,5,4.9,6,9,20,12,150000,86617,5,3,6,5,3,6,7,9,8,10,8,Male,Tier 3,Store
18,76193,7.7,3,6.0,6,8,44,7,102923,61689,7,7,2,8,2,4,10,1,3,8,4,Female,Tier 1,Online
48,149887,5.7,11,2.5,3,4,14,6,52524,38705,4,8,7,5,7,5,8,6,1,5,8,Other,Tier 3,Store
36,92522,6.7,10,4.5,7,9,36,11,68662,60955,9,0,5,6,10,3,9,6,5,1,8,Female,Tier 3,Hybrid
57,83210,4.8,10,3.4,8,6,17,7,82523,27943,9,9,3,6,5,5,6,2,3,5,10,Female,Tier 2,Hybrid
18,88543,11.0,3,4.8,7,9,36,7,64984,27173,9,5,5,8,10,3,10,4,2,7,2,Male,Tier 3,Hybrid
79,16913,1.0,6,0.5,4,4,0,16,81954,78129,6,4,6,10,3,1,5,10,5,7,7,Male,Tier 3,Store
48,182809,8.4,5,3.6,6,6,28,1,99740,47449,3,6,3,5,9,7,7,7,2,10,6,Other,Tier 1,Store
60,91945,6.0,10,0.4,4,3,6,17,10872,82197,8,6,7,6,5,5,5,8,5,8,4,Male,Tier 3,Store
47,112644,8.7,14,3.7,9,9,40,2,99819,7353,5,9,4,7,7,6,9,7,6,10,5,Female,Tier 1,Hybrid
66,166693,6.6,10,2.6,2,10,34,6,96140,66938,4,9,1,6,9,8,5,7,6,3,3,Other,Tier 1,Hybrid
43,114964,6.4,7,3.9,3,5,12,17,56919,66372,5,2,3,5,6,4,9,7,6,9,6,Female,Tier 3,Store
54,120448,5.8,4,3.4,5,9,41,0,119674,500,6,3,5,9,6,9,7,6,7,2,4,Other,Tier 2,Hybrid
65,124359,1.8,5,0.0,5,6,2,17,35297,105391,6,5,3,5,5,4,3,8,7,6,2,Female,Tier 2,Store
51,207163,7.4,10,3.4,5,8,27,8,130074,95684,6,1,3,6,6,4,7,8,8,8,4,Female,Tier 2,Hybrid
62,67518,4.3,4,3.6,7,6,16,12,84591,79508,7,0,3,7,6,5,4,7,7,3,7,Female,Tier 1,Store
47,122920,7.9,11,3.8,7,9,25,7,59481,59817,8,2,5,2,2,5,5,7,6,10,7,Male,Tier 3,Store
23,78973,5.1,3,4.1,9,9,14,14,21624,69791,10,4,5,5,8,6,9,4,2,10,4,Male,Tier 2,Hybrid
43,92737,8.1,4,3.8,4,9,29,5,29266,31583,6,3,3,7,6,1,9,3,7,2,4,Other,Tier 3,Hybrid
46,150638,5.0,2,3.0,5,6,4,18,87164,120135,4,3,2,5,3,5,5,6,3,5,4,Female,Tier 1,Store
66,131295,5.3,3,2.5,6,5,18,10,91066,36492,8,9,2,4,5,3,4,9,4,5,5,Female,Tier 1,Store
65,122862,4.9,6,4.5,5,7,22,10,69564,66275,6,5,7,1,4,8,5,7,10,6,6,Male,Tier 2,Store
63,134260,5.6,6,2.7,4,5,15,14,74645,86204,6,3,6,7,5,9,8,9,9,7,1,Female,Tier 2,Store
33,84427,8.1,12,5.0,7,9,34,8,86467,31575,3,8,5,5,4,7,8,6,5,10,7,Male,Tier 2,Hybrid
43,127455,7.0,8,3.5,5,10,12,15,90553,94102,4,5,7,5,8,5,7,10,7,7,4,Male,Tier 3,Store
60,78027,8.4,6,4.0,2,7,20,10,49303,72152,3,8,6,7,4,4,8,5,5,10,7,Female,Tier 3,Store
66,147268,6.7,4,2.2,5,6,23,6,94676,31814,2,0,1,6,4,10,7,7,6,5,3,Male,Tier 1,Store
18,60184,8.0,6,3.3,9,8,23,11,22614,18709,7,8,2,3,1,4,10,5,5,7,5,Other,Tier 3,Hybrid
50,111298,9.3,8,2.6,7,7,17,15,43216,83613,8,5,7,8,5,2,5,6,4,6,9,Male,Tier 3,Store
66,178640,4.9,4,1.7,7,6,13,7,67379,58314,9,3,4,6,7,2,3,9,6,5,5,Other,Tier 1,Store
30,97052,9.1,10,4.7,5,7,30,8,91026,52741,7,6,4,5,10,3,10,6,4,10,7,Male,Tier 2,Store
25,36521,9.8,2,6.0,7,9,42,0,77064,5705,6,9,2,5,9,5,10,3,6,9,9,Other,Tier 2,Online
35,142786,3.6,7,5.0,7,5,6,19,93494,150000,7,3,4,7,8,6,9,7,3,6,8,Male,Tier 1,Store
18,96091,8.8,1,5.3,5,9,32,2,128859,78047,3,4,4,7,10,9,10,6,3,9,4,Male,Tier 1,Hybrid
49,140790,5.9,7,3.3,4,6,16,12,67189,92552,9,2,4,5,7,2,8,9,3,6,6,Male,Tier 2,Store
30,95612,8.3,10,3.4,7,8,33,13,44832,57366,8,7,7,7,10,6,5,4,1,4,2,Female,Tier 3,Hybrid
38,125309,7.6,8,3.7,6,9,21,9,149061,90316,7,3,4,7,7,9,6,6,3,9,5,Female,Tier 2,Store
40,100871,5.4,13,2.3,4,5,20,11,97547,73805,10,5,6,3,3,4,7,7,1,7,6,Female,Tier 2,Store
56,183576,6.0,4,4.5,4,8,30,10,133932,108193,10,8,4,6,5,4,10,9,3,5,2,Female,Tier 2,Store
37,107930,11.9,13,3.9,4,7,30,14,124628,113186,6,2,7,5,10,9,4,10,5,6,9,Male,Tier 3,Store
42,28584,5.8,14,4.6,4,6,10,8,26093,41264,8,2,1,2,5,6,9,6,6,9,8,Other,Tier 2,Store
39,74163,8.7,4,4.3,4,6,32,5,111066,41113,4,9,5,2,8,5,8,4,5,10,6,Female,Tier 2,Hybrid
47,89591,6.9,5,3.2,6,10,42,3,64874,66266,5,7,3,5,8,9,7,5,9,4,5,Male,Tier 2,Store
18,122814,9.3,4,2.7,9,10,32,10,150000,145357,10,7,1,7,2,6,10,1,3,6,1,Other,Tier 2,Hybrid
39,172500,7.9,13,6.0,8,7,37,5,83787,83584,9,8,6,6,9,6,8,7,8,7,1,Male,Tier 1,Store
49,136450,8.7,9,4.7,5,7,37,12,72042,61558,7,6,4,5,8,6,5,6,5,10,8,Male,Tier 2,Hybrid
53,154684,6.2,8,3.5,1,5,23,12,122482,110672,7,5,3,5,3,5,9,4,5,10,6,Female,Tier 3,Store
21,56495,12.0,3,6.0,5,9,36,6,117573,500,4,9,4,9,7,6,10,6,5,4,4,Female,Tier 3,Hybrid
33,192711,8.0,10,4.1,5,10,43,5,150000,77029,5,9,3,2,10,7,5,3,8,10,8,Male,Tier 1,Online
37,91928,5.4,10,4.6,7,6,26,5,24370,19084,7,6,6,5,1,6,10,6,4,8,7,Female,Tier 3,Store
24,223183,7.9,3,6.0,7,8,21,6,89144,73454,3,8,2,4,4,6,9,1,2,9,5,Female,Tier 1,Store
50,208428,6.8,3,5.0,7,7,29,17,68831,113689,5,6,5,1,5,5,8,9,3,3,10,Female,Tier 3,Store
79,137305,1.6,10,0.0,4,5,0,17,64915,78407,4,0,5,1,5,6,3,8,9,8,5,Male,Tier 1,Store
37,103904,7.5,11,5.9,6,10,35,8,75264,55549,10,1,4,4,10,7,10,6,7,9,5,Male,Tier 2,Hybrid
56,163965,3.7,4,3.9,3,3,0,16,25088,64354,6,4,4,5,5,2,8,9,5,3,3,Other,Tier 2,Store
70,95887,5.3,1,1.4,1,2,5,19,900,110610,8,0,4,6,1,2,9,6,7,8,10,Other,Tier 2,Store
36,62291,7.8,9,3.6,4,7,29,8,60901,56031,9,9,3,8,9,5,8,7,1,5,7,Male,Tier 3,Store
79,31666,5.4,10,3.7,3,4,4,9,900,39026,8,4,3,9,3,6,6,10,7,4,3,Female,Tier 1,Store
18,79517,8.6,5,4.2,10,10,39,8,128391,31142,10,8,5,7,7,5,8,4,1,8,4,Female,Tier 1,Online
53,159281,5.2,6,3.4,4,5,8,16,34083,109375,5,6,3,5,5,6,8,10,6,10,5,Female,Tier 1,Store
50,208074,6.9,7,3.2,7,7,15,10,37069,108894,5,3,4,4,3,7,8,9,5,8,5,Female,Tier 3,Store
25,118948,10.8,14,4.9,6,8,43,1,93508,50731,1,6,3,1,10,7,7,6,4,9,7,Other,Tier 1,Hybrid
50,156288,6.8,2,3.5,5,5,14,14,67013,111650,7,6,2,1,8,3,9,2,6,6,9,Male,Tier 1,Store
41,176506,6.9,11,2.9,8,4,7,13,59558,107253,6,2,2,8,5,7,6,4,2,5,9,Female,Tier 1,Store
49,89643,8.0,7,3.1,7,10,46,4,133459,29213,7,5,7,9,10,8,7,1,10,4,5,Male,Tier 3,Online
60,182562,5.9,7,2.6,3,5,8,10,123732,89593,7,2,3,8,3,9,6,5,8,8,5,Female,Tier 2,Store
40,246187,8.7,10,2.9,7,8,22,4,132526,15792,7,5,1,4,2,8,5,2,6,5,5,Female,Tier 1,Hybrid
